學校,系所,計畫類別,系所招生對象,招生名額,考試項目,日程公告,聯絡資訊,相關連結,備註,區域公私立,學校名稱,地區,City,考試方式簡記,Search_Tags
"【北區、國立】
國立政治大學",斯拉夫語文學系,特殊選才,"特殊才能
不同教育資歷：
1.境外臺生
2.新住民及其子女
3.經濟弱勢學生
4.實驗教育學生
5.持境外學歷報考且同時持國外具公信力之入學用大型測驗成績者",2,"⼀、資料審查(佔40%)。
二、面試(佔60%)。","【簡章公告】2025/10/13
【報名日期】2025/11/03 ~ 2025/11/11
【考試日期】2025/12/12 ~ 2025/12/12
【放榜日期】2025/12/23","聯絡人：劉助教
聯絡電話：(02)2939-3091分機63753",簡章網址 ( https://www.nccu.edu.tw/p/403-1000-116.php?Lang=zh-tw ),nan,北區、國立,國立政治大學,台北,Taipei,審查 Document Review / 口試 Interview,"Taipei, 台北, NCCU, National Chengchi University, Foreign Languages, English, Linguistics, Document Review, Portfolio, Interview, Oral Test, Experimental Education, Homeschooling, Self-taught, Overseas Student, Bilingual, International, Special Talent, Contest Winner, Competition"
"【北區、國立】
國立政治大學",歷史學系,特殊選才,"特殊才能
不同教育資歷：
1.境外臺生
2.新住民及其子女
3.經濟弱勢學生
4.實驗教育學生
5.持境外學歷報考且同時持國外具公信力之入學用大型測驗成績者",2,"⼀、資料審查(佔40%)。
二、面試(佔60%)。","【簡章公告】2025/10/13
【報名日期】2025/11/03 ~ 2025/11/11
【考試日期】2025/12/15 ~ 2025/12/15
【放榜日期】2025/12/23","聯絡人：張助教
聯絡電話：(02)2939-3091分機62351",簡章網址 ( https://www.nccu.edu.tw/p/403-1000-116.php?Lang=zh-tw ),nan,北區、國立,國立政治大學,台北,Taipei,審查 Document Review / 口試 Interview,"Taipei, 台北, NCCU, National Chengchi University, Social Sciences, Psychology, Communication, History, Philosophy, Document Review, Portfolio, Interview, Oral Test, Experimental Education, Homeschooling, Self-taught, Overseas Student, Bilingual, International, Special Talent, Contest Winner, Competition"
"【北區、國立】
國立政治大學",應用數學系,特殊選才,"特殊才能
不同教育資歷：
1.境外臺生
2.新住民及其子女
3.經濟弱勢學生
4.實驗教育學生
5.持境外學歷報考且同時持國外具公信力之入學用大型測驗成績者",5,"⼀、資料審查(佔50%)。
二、面試(佔50%)。","【簡章公告】2025/10/13
【報名日期】2025/11/03 ~ 2025/11/11
【考試日期】2025/12/13 ~ 2025/12/13
【放榜日期】2025/12/23","聯絡人：陸助教
聯絡電話：(02)2939-3091分機62370",簡章網址 ( https://www.nccu.edu.tw/p/403-1000-116.php?Lang=zh-tw ),nan,北區、國立,國立政治大學,台北,Taipei,審查 Document Review / 口試 Interview,"Taipei, 台北, NCCU, National Chengchi University, Math, Statistics, Data Science, Document Review, Portfolio, Interview, Oral Test, Experimental Education, Homeschooling, Self-taught, Overseas Student, Bilingual, International, Special Talent, Contest Winner, Competition"
"【北區、國立】
國立清華大學",生命科學系,特殊選才,"特殊才能
不同教育資歷：
1.境外臺生
2.新住民及其子女
3.經濟弱勢學生
4.實驗教育學生
5.持境外學歷報考且同時持國外具公信力之入學用大型測驗成績者
6.其他：
離島、偏遠地區",1,"一、初試：資料審查，審查指定繳交資料。
二、複試：口試為主。","【簡章公告】2025/9/9  
【報名日期】2025/10/08 ~ 2025/10/14
【考試日期】2025/11/22 ~ 2025/11/22
【放榜日期】2025/12/12","聯絡人：生命科學系辦公室楊小姐
聯絡電話：03-5742770","簡章網址 ( https://adms.site.nthu.edu.tw/p/406-1207-294938,r1132.php?Lang=zh-tw )
生命科學系 ( https://dls.site.nthu.edu.tw/ )
清華大學招生專區 ( https://adms.site.nthu.edu.tw/ )",【備註】本系培育學生具備紮實的生命科學知識與技能，提供豐富的專業與跨領域課程讓學生修讀，課程內容兼具基礎研究與產業應用來厚植學生就業能力，也藉此培養具有獨立思考、國際視野的生物科技與生物醫學領導人才。歡迎對生命科學與生技、生醫產業有熱忱與創新的同學加入。,北區、國立,國立清華大學,新竹,Hsinchu,審查 Document Review / 口試 Interview,"Hsinchu, 新竹, NTHU, National Tsing Hua University, Biology, Bio, Life Science, Agriculture, Document Review, Portfolio, Interview, Oral Test, Experimental Education, Homeschooling, Self-taught, Overseas Student, Bilingual, International, Special Talent, Contest Winner, Competition"
"【北區、國立】
國立清華大學",材料科學工程學系,特殊選才,"特殊才能
不同教育資歷：
1.境外臺生
2.新住民及其子女
3.經濟弱勢學生
4.實驗教育學生
5.持境外學歷報考且同時持國外具公信力之入學用大型測驗成績者
6.其他：
離島、偏遠地區",2,"一、初試：資料審查，審查指定繳交資料。
二、複試：口試為主。","【簡章公告】2025/9/9  
【報名日期】2025/10/08 ~ 2025/10/14
【考試日期】2025/12/03 ~ 2025/12/03
【放榜日期】2025/12/12","聯絡人：材料系辦公室范小姐
聯絡電話：03-5715131轉33832","簡章網址 ( https://adms.site.nthu.edu.tw/p/406-1207-294938,r1132.php?Lang=zh-tw )
材料科學工程學系 ( https://mse.site.nthu.edu.tw/ )
清華大學招生專區 ( https://adms.site.nthu.edu.tw/ )","【備註】1.本系「領袖材子計畫」每年甄選5-10位學生頒贈5-20萬獎學金進行海外學習或創業。
2.本系與加州大學柏克萊分校簽訂「3+1+X」共同培育學生計畫，提供學生前進世界頂級學府就學機會；另本系與林雪平大學合作，提供學生取得雙聯學位機會。
3.本系首創「業界導師」制度，邀請事業有成、學有專精之系友擔任導師，分享業界實務，提供多元學習資源。",北區、國立,國立清華大學,新竹,Hsinchu,審查 Document Review / 口試 Interview,"Hsinchu, 新竹, NTHU, National Tsing Hua University, Document Review, Portfolio, Interview, Oral Test, Experimental Education, Homeschooling, Self-taught, Overseas Student, Bilingual, International, Special Talent, Contest Winner, Competition"
"【北區、國立】
國立清華大學",物理學系光電物理組,特殊選才,"特殊才能
不同教育資歷：
1.境外臺生
2.新住民及其子女
3.經濟弱勢學生
4.實驗教育學生
5.持境外學歷報考且同時持國外具公信力之入學用大型測驗成績者
6.其他：
離島、偏遠地區",5,"一、初試：資料審查，審查指定繳交資料。
二、複試：口試為主。","【簡章公告】2025/9/9  
【報名日期】2025/10/08 ~ 2025/10/14
【考試日期】2025/11/29 ~ 2025/11/29
【放榜日期】2025/12/12","聯絡人：物理系辦公室方小姐
聯絡電話：03-5742512

聯絡人：物理系辦公室
聯絡電話：03-5719037","簡章網址 ( https://adms.site.nthu.edu.tw/p/406-1207-294938,r1132.php?Lang=zh-tw )
物理學系 ( https://phys.site.nthu.edu.tw/ )
清華大學招生專區 ( https://adms.site.nthu.edu.tw/ )",【備註】本系自成立以來，一直是教學與研究並重，希望培養出具有批判性思考及獨立解決物理相關問題的各類研發人才。目前在國際高等教育資訊機構 QS 物理及天文學科排名已進入世界前百大。畢業生除了繼續從事學術研究工作，在光電，半導體，IC 設計等科技產業的研發製造也有很好的發展。,北區、國立,國立清華大學,新竹,Hsinchu,審查 Document Review / 口試 Interview,"Hsinchu, 新竹, NTHU, National Tsing Hua University, EE, Electrical Engineering, Electronics, Physics, Atmosphere, Earth Science, Document Review, Portfolio, Interview, Oral Test, Experimental Education, Homeschooling, Self-taught, Overseas Student, Bilingual, International, Special Talent, Contest Winner, Competition"
"【北區、國立】
國立清華大學",動力機械工程學系,特殊選才,"特殊才能
不同教育資歷：
1.境外臺生
2.新住民及其子女
3.經濟弱勢學生
4.實驗教育學生
5.持境外學歷報考且同時持國外具公信力之入學用大型測驗成績者
6.其他：
離島、偏遠地區",3,"一、初試：資料審查，審查指定繳交資料。
二、複試：口試為主。","【簡章公告】2025/9/9  
【報名日期】2025/10/08 ~ 2025/10/14
【考試日期】2025/12/04 ~ 2025/12/04
【放榜日期】2025/12/12","聯絡人：動機系辦公室吳小姐
聯絡電話：03-5742678","簡章網址 ( https://adms.site.nthu.edu.tw/p/406-1207-294938,r1132.php?Lang=zh-tw )
動力機械工程學系 ( http://www.pme.nthu.edu.tw/ )
清華大學招生專區 ( https://adms.site.nthu.edu.tw/ )",【備註】本系旨在培養機械與電機工程整合應用之科技人才，近年更結合人工智慧與資訊技術，邁向AI光機電整合。歡迎具優異數理基礎且有興趣於機電整合、能源與動力系統、電機控制、微奈米機電系統、精密機械與智慧製造、AI機電資訊、光機電系統、先進半導體製程及生醫工程等領域的學生申請。,北區、國立,國立清華大學,新竹,Hsinchu,審查 Document Review / 口試 Interview,"Hsinchu, 新竹, NTHU, National Tsing Hua University, Document Review, Portfolio, Interview, Oral Test, Experimental Education, Homeschooling, Self-taught, Overseas Student, Bilingual, International, Special Talent, Contest Winner, Competition"
"【北區、國立】
國立清華大學",清華學院學士班,特殊選才,"特殊才能
不同教育資歷：
1.境外臺生
2.新住民及其子女
3.經濟弱勢學生
4.實驗教育學生
5.持境外學歷報考且同時持國外具公信力之入學用大型測驗成績者
6.其他：
離島、偏遠地區",40,"一、初試：資料審查，本班採全方位審查方式，依申請者之高中學業表現、學習背景、成長環境、特定領域才能或其他特殊優良行為等全面考量。審查中視必要性得實地訪察。
二、複試：口試為主，必要時得採筆試，或依術科才能類別進行術科測驗。","【簡章公告】2025/9/9  
【報名日期】2025/10/08 ~ 2025/10/14
【考試日期】2025/12/06 ~ 2025/12/07
【放榜日期】2025/12/12","聯絡人：招生策略中心
聯絡電話：03-5731399

聯絡人：招生策略中心
聯絡電話：03-5715131轉33001","簡章網址 ( https://adms.site.nthu.edu.tw/p/406-1207-294938,r1132.php?Lang=zh-tw )
清華學院學士班 ( https://ipth.site.nthu.edu.tw/ )
招生策略中心 ( https://adms.site.nthu.edu.tw/ )",【備註】一、本班為大一不分系方式招生，入學後依學生性向及興趣，於大二分流至各學系修讀(無成績限制)。如欲成為師培生，需入學後另外申請甄選。二、其他詳細說明請見本校學士班特殊選才(拾穗計畫)招生簡章。,北區、國立,國立清華大學,新竹,Hsinchu,審查 Document Review / 口試 Interview / 筆試/實作 Written/Practical,"Hsinchu, 新竹, NTHU, National Tsing Hua University, Document Review, Portfolio, Interview, Oral Test, Written Test, Practical Exam, Experimental Education, Homeschooling, Self-taught, Overseas Student, Bilingual, International, Special Talent, Contest Winner, Competition"
"【北區、國立】
國立清華大學",資訊工程學系,特殊選才,"特殊才能
不同教育資歷：
1.境外臺生
2.新住民及其子女
3.經濟弱勢學生
4.實驗教育學生
5.持境外學歷報考且同時持國外具公信力之入學用大型測驗成績者
6.其他：
離島、偏遠地區",6,"一、初試：資料審查，審查指定繳交資料。
二、複試：口試為主。","【簡章公告】2025/9/9  
【報名日期】2025/10/08 ~ 2025/10/14
【考試日期】2025/12/07 ~ 2025/12/07
【放榜日期】2025/12/12","聯絡人：資工系辦公室林小姐
聯絡電話：03-5715131轉31220","簡章網址 ( https://adms.site.nthu.edu.tw/p/406-1207-294938,r1132.php?Lang=zh-tw )
資訊工程學系 ( http://web.cs.nthu.edu.tw/ )
清華大學招生專區 ( https://adms.site.nthu.edu.tw/ )","【備註】1.本系培養前瞻資訊工程與應用之人才。師資及課程規劃強調跨領域整合、規劃與實務兼備，並能與國際接軌。大一、大二安排紮實的基礎課程訓練，大三以上配合資訊、電子產業需求，規劃各種專業領域，包含人工智慧、雲端計算、多媒體系統、網路、IC設計、嵌入式系統等。成績優秀學生可獲國際交換生交流獎學金機會。本系提供五年學碩士雙學位及學士直攻博士學位管道。
2.特殊選才入學之學生皆為本系乙組(資訊工程組)。",北區、國立,國立清華大學,新竹,Hsinchu,審查 Document Review / 口試 Interview,"Hsinchu, 新竹, NTHU, National Tsing Hua University, CS, Computer Science, IT, Software, AI, Document Review, Portfolio, Interview, Oral Test, Experimental Education, Homeschooling, Self-taught, Overseas Student, Bilingual, International, Special Talent, Contest Winner, Competition"
"【北區、國立】
國立清華大學",電機工程學系,特殊選才,"特殊才能
不同教育資歷：
1.境外臺生
2.新住民及其子女
3.經濟弱勢學生
4.實驗教育學生
5.持境外學歷報考且同時持國外具公信力之入學用大型測驗成績者
6.其他：
離島、偏遠地區",5,"一、初試：資料審查，審查指定繳交資料。
二、複試：口試為主。","【簡章公告】2025/9/9  
【報名日期】2025/10/08 ~ 2025/10/14
【考試日期】2025/11/28 ~ 2025/11/28
【放榜日期】2025/12/12","聯絡人：電機系辦公室辜小姐
聯絡電話：03-5162194","簡章網址 ( https://adms.site.nthu.edu.tw/p/406-1207-294938,r1132.php?Lang=zh-tw )
電機工程學系 ( http://web.ee.nthu.edu.tw/ )
清華大學招生專區 ( https://adms.site.nthu.edu.tw/ )",【備註】本系以培養人文素養與科學精神兼備，具有自我學習、獨立思考與創造知識的世界級電機科技菁英為目標。成績優秀學生可獲國際交換生交流獎學金機會；本系與國外著名大學合作授予雙聯學位，提供同學多元出國學習機會。同時提供五年取得學、碩士學學位與學士直攻博士管道，其他詳細說明請見本校特殊選才招生簡章，或本系官網。,北區、國立,國立清華大學,新竹,Hsinchu,審查 Document Review / 口試 Interview,"Hsinchu, 新竹, NTHU, National Tsing Hua University, EE, Electrical Engineering, Electronics, Document Review, Portfolio, Interview, Oral Test, Experimental Education, Homeschooling, Self-taught, Overseas Student, Bilingual, International, Special Talent, Contest Winner, Competition"
"【北區、國立】
國立清華大學",數學系,特殊選才,"特殊才能
不同教育資歷：
1.境外臺生
2.新住民及其子女
3.經濟弱勢學生
4.實驗教育學生
5.持境外學歷報考且同時持國外具公信力之入學用大型測驗成績者
6.其他：
離島、偏遠地區",6,"一、初試：資料審查，審查指定繳交資料。
二、複試：口試為主。","【簡章公告】2025/9/9  
【報名日期】2025/10/08 ~ 2025/10/14
【考試日期】2025/11/28 ~ 2025/11/28
【放榜日期】2025/12/12","聯絡人：數學系辦公室黃小姐
聯絡電話：03-5715131轉33020","簡章網址 ( https://adms.site.nthu.edu.tw/p/406-1207-294938,r1132.php?Lang=zh-tw )
數學系 ( http://www.math.nthu.edu.tw/ )
清華大學招生專區 ( https://adms.site.nthu.edu.tw/ )",【備註】本系對基礎數學訓練和其科學應用並重，以造就數學研究和教育的學術人才，及跨足資訊、金融、保險等高科技產業的專業人士。數學組強調數學的核心領域如分析、幾何與拓樸、代數與數論等，以培養數理能力做為研究、教育、應用科學和科技的基礎。應用數學組提供方程、動態系統、科學計算、機率等跨領域的訓練，培養數學科學的應用能力做為各高科技產業必要的數理基礎。,北區、國立,國立清華大學,新竹,Hsinchu,審查 Document Review / 口試 Interview,"Hsinchu, 新竹, NTHU, National Tsing Hua University, Math, Statistics, Data Science, Document Review, Portfolio, Interview, Oral Test, Experimental Education, Homeschooling, Self-taught, Overseas Student, Bilingual, International, Special Talent, Contest Winner, Competition"
"【北區、國立】
國立清華大學",藝術與設計學系創作組,特殊選才,"特殊才能
不同教育資歷：
1.境外臺生
2.新住民及其子女
3.經濟弱勢學生
4.實驗教育學生
5.持境外學歷報考且同時持國外具公信力之入學用大型測驗成績者
6.其他：
離島、偏遠地區",3,"一、初試：資料審查，審查指定繳交資料。
二、複試：口試為主。","【簡章公告】2025/9/9  
【報名日期】2025/10/08 ~ 2025/10/14
【考試日期】2025/11/21 ~ 2025/11/21
【放榜日期】2025/12/12","聯絡人：藝設系辦公室何葉小姐
聯絡電話：03-5715131轉72903","簡章網址 ( https://adms.site.nthu.edu.tw/p/406-1207-294938,r1132.php?Lang=zh-tw )
藝術與設計學系 ( https://artdesign.nthu.edu.tw/ )
清華大學招生專區 ( https://adms.site.nthu.edu.tw/ )",【備註】本系創作組強調具人文素養之專業能力訓練，創作實踐與理論研究並重。創作教學兼重繪畫、水墨、複合媒材裝置、影像跨域等多元形式表現，並藉史論類課程引導學生獨立思考，透過實作、實習，養成策展、藝術評論能力。學生在各類比賽表現傑出，並積極參與國際展覽與交流。,北區、國立,國立清華大學,新竹,Hsinchu,審查 Document Review / 口試 Interview,"Hsinchu, 新竹, NTHU, National Tsing Hua University, Arts, Design, Music, Drama, Film, Animation, Document Review, Portfolio, Interview, Oral Test, Experimental Education, Homeschooling, Self-taught, Overseas Student, Bilingual, International, Special Talent, Contest Winner, Competition"
"【北區、國立】
國立清華大學",藝術與設計學系設計組,特殊選才,"特殊才能
不同教育資歷：
1.境外臺生
2.新住民及其子女
3.經濟弱勢學生
4.實驗教育學生
5.持境外學歷報考且同時持國外具公信力之入學用大型測驗成績者
6.其他：
離島、偏遠地區",3,"一、初試：資料審查，審查指定繳交資料。
二、複試：口試為主。","【簡章公告】2025/9/9  
【報名日期】2025/10/08 ~ 2025/10/14
【考試日期】2025/11/21 ~ 2025/11/21
【放榜日期】2025/12/12","聯絡人：藝設系辦公室陳小姐
聯絡電話：03-5715131轉72901","簡章網址 ( https://adms.site.nthu.edu.tw/p/406-1207-294938,r1132.php?Lang=zh-tw )
藝術與設計學系 ( https://artdesign.nthu.edu.tw/ )
清華大學招生專區 ( https://adms.site.nthu.edu.tw/ )",【備註】因應未來趨勢，本系設計組整合智能科技與數位應用於設計專業，注重跨領域學習與國際交流，輔導學生進入產業實習，以培育符合社會需求之設計人才。,北區、國立,國立清華大學,新竹,Hsinchu,審查 Document Review / 口試 Interview,"Hsinchu, 新竹, NTHU, National Tsing Hua University, Arts, Design, Music, Drama, Film, Animation, Document Review, Portfolio, Interview, Oral Test, Experimental Education, Homeschooling, Self-taught, Overseas Student, Bilingual, International, Special Talent, Contest Winner, Competition"
"【北區、國立】
國立清華大學",藝術學院學士班,特殊選才,"特殊才能
不同教育資歷：
1.境外臺生
2.新住民及其子女
3.經濟弱勢學生
4.實驗教育學生
5.持境外學歷報考且同時持國外具公信力之入學用大型測驗成績者
6.其他：
離島、偏遠地區",2,"一、初試：資料審查，審查指定繳交資料。
二、複試：口試為主。","【簡章公告】2025/9/9  
【報名日期】2025/10/08 ~ 2025/10/14
【考試日期】2025/11/13 ~ 2025/11/13
【放榜日期】2025/12/12","聯絡人：藝術學院學士班辦公室
聯絡電話：03-5715131轉78802","簡章網址 ( https://adms.site.nthu.edu.tw/p/406-1207-294938,r1132.php?Lang=zh-tw )
藝術學院學士班 ( https://ipta.nthu.edu.tw/ )
清華大學招生專區 ( https://adms.site.nthu.edu.tw/ )",【備註】本招生管道僅招收「科技藝術組」，具備跨領域特性，招收具藝術、數位設計、創意思維，或具有數理創意思維且熱愛數位媒體創作或創新實驗科技的學生，兩種專長互相激撞學習，包含科技藝術創作，如虛擬藝術、人工生命、仿生藝術、生物藝術、聲音(響)藝術、互動藝術、動力藝術、網路藝術，結合創新科技應用。本學士班科技藝術組旨在培育臺灣科技藝術跨域之專業創作與研究人才。課程設計兼顧跨領域與多專長，本班不分流。,北區、國立,國立清華大學,新竹,Hsinchu,審查 Document Review / 口試 Interview,"Hsinchu, 新竹, NTHU, National Tsing Hua University, Arts, Design, Music, Drama, Film, Animation, Document Review, Portfolio, Interview, Oral Test, Experimental Education, Homeschooling, Self-taught, Overseas Student, Bilingual, International, Special Talent, Contest Winner, Competition"
"【北區、國立】
國立陽明交通大學",人文社會學系,特殊選才,"特殊才能
不同教育資歷：
1.境外臺生
2.新住民及其子女
3.經濟弱勢學生
4.實驗教育學生
5.持境外學歷報考且同時持國外具公信力之入學用大型測驗成績者",3,"初試：根據考生繳交之資料做全面性審查，依初試成績擇優通知參加複試。
複試：筆試及面試，缺考者不予錄取。","【簡章公告】2025/9/23 
【報名日期】2025/10/13 ~ 2025/10/20
【考試日期】2025/12/17 ~ 2025/12/17
【放榜日期】2026/1/9","聯絡人：鄧小姐
聯絡電話：03-5131394",簡章網址 ( https://exam.nycu.edu.tw/ ),nan,北區、國立,國立陽明交通大學,新竹/台北,Hsinchu / Taipei,審查 Document Review / 口試 Interview / 筆試/實作 Written/Practical,"Hsinchu, Taipei, 新竹/台北, NYCU, National Yang Ming Chiao Tung University, Social Sciences, Psychology, Communication, History, Philosophy, Document Review, Portfolio, Interview, Oral Test, Written Test, Practical Exam, Experimental Education, Homeschooling, Self-taught, Overseas Student, Bilingual, International, Special Talent, Contest Winner, Competition"
"【北區、國立】
國立陽明交通大學",工業工程與管理學系,特殊選才,"特殊才能
不同教育資歷：
1.境外臺生
2.新住民及其子女
3.經濟弱勢學生
4.實驗教育學生
5.持境外學歷報考且同時持國外具公信力之入學用大型測驗成績者",1,"初試：根據考生繳交之資料做全面性審查，依初試成績擇優通知參加複試。
複試：面試，缺考者不予錄取。","【簡章公告】2025/9/23 
【報名日期】2025/10/13 ~ 2025/10/20
【考試日期】2025/12/17 ~ 2025/12/17
【放榜日期】2026/1/9","聯絡人：林小姐
聯絡電話：03-5712121轉分機31328",簡章網址 ( https://exam.nycu.edu.tw/ ),nan,北區、國立,國立陽明交通大學,新竹/台北,Hsinchu / Taipei,審查 Document Review / 口試 Interview,"Hsinchu, Taipei, 新竹/台北, NYCU, National Yang Ming Chiao Tung University, Business, Management, Economics, Finance, Document Review, Portfolio, Interview, Oral Test, Experimental Education, Homeschooling, Self-taught, Overseas Student, Bilingual, International, Special Talent, Contest Winner, Competition"
"【北區、國立】
國立陽明交通大學",生命科學系暨基因體科學研究所,特殊選才,"特殊才能
不同教育資歷：
1.境外臺生
2.新住民及其子女
3.經濟弱勢學生
4.實驗教育學生
5.持境外學歷報考且同時持國外具公信力之入學用大型測驗成績者",3,"採初複試二階段辦理。初試為書面資料審查，通過初試者始得參加複試。複試為口試，以篩選對生醫科研有一定認知程度及堅定信念者。
初試：根據考生繳交之資料做全面性審查，依初試成績擇優通知參加複試。
複試：面試，缺考者不予錄取。","【簡章公告】2025/9/23 
【報名日期】2025/10/13 ~ 2025/10/20
【考試日期】2025/12/16 ~ 2025/12/16
【放榜日期】2026/1/9","聯絡人：歐小姐
聯絡電話：(02)2826-7000分機65131",簡章網址 ( https://exam.nycu.edu.tw/ ),nan,北區、國立,國立陽明交通大學,新竹/台北,Hsinchu / Taipei,審查 Document Review / 口試 Interview,"Hsinchu, Taipei, 新竹/台北, NYCU, National Yang Ming Chiao Tung University, Biology, Bio, Life Science, Agriculture, Document Review, Portfolio, Interview, Oral Test, Experimental Education, Homeschooling, Self-taught, Overseas Student, Bilingual, International, Special Talent, Contest Winner, Competition"
"【北區、國立】
國立陽明交通大學",百川學士學位學程,特殊選才,"特殊才能
不同教育資歷：
1.境外臺生
2.新住民及其子女
3.經濟弱勢學生
4.實驗教育學生
5.持境外學歷報考且同時持國外具公信力之入學用大型測驗成績者",30,"初試：根據考生繳交之資料做全面性審查，依初試成績擇優通知參加複試。
複試：筆試及面試，缺考者不予錄取。","【簡章公告】2025/9/23 
【報名日期】2025/10/13 ~ 2025/10/20
【考試日期】2025/12/13 ~ 2025/12/13
【放榜日期】2026/1/9","聯絡人：王小姐
聯絡電話：(03)571-2121分機50181",簡章網址 ( https://exam.nycu.edu.tw/ ),nan,北區、國立,國立陽明交通大學,新竹/台北,Hsinchu / Taipei,審查 Document Review / 口試 Interview / 筆試/實作 Written/Practical,"Hsinchu, Taipei, 新竹/台北, NYCU, National Yang Ming Chiao Tung University, Interdisciplinary, Cross-disciplinary, General Program, Multidisciplinary, Document Review, Portfolio, Interview, Oral Test, Written Test, Practical Exam, Experimental Education, Homeschooling, Self-taught, Overseas Student, Bilingual, International, Special Talent, Contest Winner, Competition"
"【北區、國立】
國立陽明交通大學",資訊工程學系,特殊選才,"特殊才能
不同教育資歷：
1.境外臺生
2.新住民及其子女
3.經濟弱勢學生
4.實驗教育學生
5.持境外學歷報考且同時持國外具公信力之入學用大型測驗成績者",10,"初試：根據考生繳交之資料做全面性審查，依初試成績擇優通知參加複試。
複試：面試，缺考者不予錄取。","【簡章公告】2025/9/23 
【報名日期】2025/10/13 ~ 2025/10/20
【考試日期】2025/12/23 ~ 2025/12/23
【放榜日期】2026/1/9","聯絡人：陳小姐
聯絡電話：(03)571-2121分機56606",簡章網址 ( https://exam.nycu.edu.tw/ ),nan,北區、國立,國立陽明交通大學,新竹/台北,Hsinchu / Taipei,審查 Document Review / 口試 Interview,"Hsinchu, Taipei, 新竹/台北, NYCU, National Yang Ming Chiao Tung University, CS, Computer Science, IT, Software, AI, Document Review, Portfolio, Interview, Oral Test, Experimental Education, Homeschooling, Self-taught, Overseas Student, Bilingual, International, Special Talent, Contest Winner, Competition"
"【北區、國立】
國立陽明交通大學",電機工程學系,特殊選才,"特殊才能
不同教育資歷：
1.境外臺生
2.新住民及其子女
3.經濟弱勢學生
4.實驗教育學生
5.持境外學歷報考且同時持國外具公信力之入學用大型測驗成績者",7,"初試：根據考生繳交之資料做全面性審查，依初試成績擇優通知參加複試。
複試：面試，缺考者不予錄取。","【簡章公告】2025/9/23 
【報名日期】2025/10/13 ~ 2025/10/20
【考試日期】2025/12/18 ~ 2025/12/18
【放榜日期】2026/1/9","聯絡人：蔡小姐
聯絡電話：(03)571-2121分機54071",簡章網址 ( https://exam.nycu.edu.tw/ ),nan,北區、國立,國立陽明交通大學,新竹/台北,Hsinchu / Taipei,審查 Document Review / 口試 Interview,"Hsinchu, Taipei, 新竹/台北, NYCU, National Yang Ming Chiao Tung University, EE, Electrical Engineering, Electronics, Document Review, Portfolio, Interview, Oral Test, Experimental Education, Homeschooling, Self-taught, Overseas Student, Bilingual, International, Special Talent, Contest Winner, Competition"
"【北區、國立】
國立陽明交通大學",應用數學系,特殊選才,"特殊才能
不同教育資歷：
1.境外臺生
2.新住民及其子女
3.經濟弱勢學生
4.實驗教育學生
5.持境外學歷報考且同時持國外具公信力之入學用大型測驗成績者",1,"初試：根據考生繳交之資料做全面性審查，依初試成績擇優通知參加複試。
複試：筆試及面試，缺考者不予錄取。","【簡章公告】2025/9/23 
【報名日期】2025/10/13 ~ 2025/10/20
【考試日期】2025/12/16 ~ 2025/12/16
【放榜日期】2026/1/9","聯絡人：鄭小姐
聯絡電話：(03)571-2121分機56457",簡章網址 ( https://exam.nycu.edu.tw/ ),nan,北區、國立,國立陽明交通大學,新竹/台北,Hsinchu / Taipei,審查 Document Review / 口試 Interview / 筆試/實作 Written/Practical,"Hsinchu, Taipei, 新竹/台北, NYCU, National Yang Ming Chiao Tung University, Math, Statistics, Data Science, Document Review, Portfolio, Interview, Oral Test, Written Test, Practical Exam, Experimental Education, Homeschooling, Self-taught, Overseas Student, Bilingual, International, Special Talent, Contest Winner, Competition"
"【北區、國立】
國立中央大學",土木工程學系,特殊選才,"特殊才能
不同教育資歷：
1.境外臺生
2.新住民及其子女
3.經濟弱勢學生
4.實驗教育學生
5.持境外學歷報考且同時持國外具公信力之入學用大型測驗成績者",1,"1.初試：資料審查
2.複試：口試","【簡章公告】2025/9/11 
【報名日期】2025/10/03 ~ 2025/10/08
【考試日期】2025/11/13 ~ 2025/11/13
【放榜日期】2025/11/24","聯絡人：王美萍
聯絡電話：03-4227151#34076","簡章網址 ( https://admission.ncu.edu.tw/ )
國立中央大學土木工程學系 ( http://www.cv.ncu.edu.tw/ )",【備註】詳細日程請以簡章公告為主,北區、國立,國立中央大學,桃園,Taoyuan,審查 Document Review / 口試 Interview,"Taoyuan, 桃園, NCU, National Central University, Document Review, Portfolio, Interview, Oral Test, Experimental Education, Homeschooling, Self-taught, Overseas Student, Bilingual, International, Special Talent, Contest Winner, Competition"
